id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1354758831169127542,Garden Oasis centred in thriving Little Italy,27181476,Lynne,,Grandview-Woodland,49.27585699999999,-123.0621728,Private room,133,1,25,2025-07-28,6.00,1,132,25,Municipal registration number: 25207343<br />Provincial registration number: H571291163
1354800992747983669,Bright Cozy DT Flat Free Parking,79196060,Huaying,,Downtown,49.2796404,-123.1088566,Entire home/apt,340,1,35,2025-08-05,5.97,1,42,35,Municipal registration number: 25-186404<br />Provincial registration number: H581901510
1355101364996141039,19-m,356993612,Cora1210,,Kensington-Cedar Cottage,49.25291439796388,-123.08984733240048,Private room,103,1,1,2025-05-06,0.31,10,365,1,Municipal registration number: 25-101523<br />Provincial registration number: H007086931
1355154210345492588,Spacious 5-bedroom villa centre of Vancouver,556383331,Yunfei,,Dunbar Southlands,49.2535292,-123.1777653,Entire home/apt,671,1,34,2025-08-09,7.03,3,110,34,Municipal registration number: 25-157317<br />Provincial registration number: H206727798
1355250405007124045,Beautiful Bright 3BDR Home - Van,557820536,Lisa,,Mount Pleasant,49.26041,-123.08773,Entire home/apt,482,2,12,2025-08-01,2.47,1,97,12,Municipal registration number: 25-158355<br />Provincial registration number: H771793958
1355286013938438482,Heart of Downtown Vancouver,678518235,Aidin,,Downtown,49.28032,-123.12084,Entire home/apt,609,3,10,2025-07-21,2.14,1,69,10,Municipal registration number: 25-158733<br />Provincial registration number: H054288680
1355543685031852764,Urban Oasis: Modern 2BR by trendy Commercial Drive,678576900,Madison Hong Nhung,,Grandview-Woodland,49.2829,-123.0645,Entire home/apt,317,2,18,2025-07-26,3.94,1,303,18,Municipal registration number: 25-169970<br />Provincial registration number: H533055187
1356045209180813737,Spacious Furnished Apartment,101845319,Flavia,,Riley Park,49.23841,-123.10246,Entire home/apt,,91,0,,,1,343,0,
1356068452167787362,Trendy 2 Bedroom Condo By Arena DT w/ Free Parking,651909422,Erika,,Downtown,49.2794947,-123.1073961,Entire home/apt,343,1,21,2025-07-27,3.77,1,340,21,Municipal registration number: 25-193591<br />Provincial registration number: H802135672
1356161641050938622,g1,671245892,Linda,,Mount Pleasant,49.26066,-123.11288,Private room,80,90,1,2025-03-20,0.21,22,359,1,Municipal registration number: 25-132388
1356169812741233387,Elegant & Fully Stocked Apartment in the Heart of,51113874,Fujhan,,West End,49.28768460000001,-123.131099,Entire home/apt,486,90,5,2025-06-20,1.63,1,71,5,Municipal registration number: 25-189056<br />Provincial registration number: H887661771
1356194018268967868,Charming Modern Close2Seawall - 2bed/2bath&Parking,371393866,Ryan,,Downtown,49.275366948497165,-123.11627100287335,Entire home/apt,352,1,4,2025-07-14,0.86,1,43,4,Municipal registration number: 25-156282<br />Provincial registration number: Exempt
1356258849871062092,point grey room share bathroom,200467062,Xiu,,Renfrew-Collingwood,49.25930831063572,-123.02515172701914,Private room,,90,1,2025-06-26,0.65,9,343,1,Provincial registration number: H826197630
1356321731636152114,Cozy Kitsilano Getaway,240517312,Janna,,Arbutus Ridge,49.2560383,-123.1533138,Entire home/apt,281,2,18,2025-08-01,3.20,1,144,18,Municipal registration number: 25-158011<br />Provincial registration number: H142176041
1356360330602354348,g2 a,671245892,Linda,,Mount Pleasant,49.258702509853876,-123.11302378557616,Private room,65,90,0,,,22,363,0,Municipal registration number: 25-132388
1356363107107855732,g2b,671245892,Linda,,Mount Pleasant,49.26083010025214,-123.11132198059342,Private room,65,90,2,2025-06-30,0.38,22,365,2,Municipal registration number: 25-132388
1356620800885634205,1BD basement close to PNE,349804247,Εlvis,,Hastings-Sunrise,49.2830232884649,-123.0467383177793,Entire home/apt,86,30,9,2025-06-22,1.67,35,106,9,Municipal registration number: 25-156045<br />Provincial registration number: Exempt
1356624418726870797,Fully Stocked & Charming Downtown Vancouver Luxury,651281069,Soheil,,West End,49.28768460000001,-123.131099,Entire home/apt,452,1,3,2025-06-25,1.06,2,204,3,Municipal registration number: H364823713<br />Provincial registration number: H364823713
1356961483480672373,A Perfect Family-Friendly Home in Vancouver~,316250575,Riley,,Downtown,49.278892,-123.1074245,Entire home/apt,258,2,19,2025-07-29,3.39,3,62,19,Municipal registration number: 25-187015<br />Provincial registration number: H904059819
1357338912303115061,2 BR Apt near Rogers Arena,162438356,Longying,,Downtown Eastside,49.28015,-123.11,Entire home/apt,298,4,19,2025-07-31,3.37,1,139,19,Municipal registration number: 25-158351<br />Provincial registration number: H681781314
1357538224358498223,Cozy Private Coach House | 15 Mins to Downtown,679044876,Romain,,Hastings-Sunrise,49.26724344521364,-123.04457705858016,Entire home/apt,178,1,12,2025-08-07,2.25,1,215,12,Municipal registration number: 25193112<br />Provincial registration number: H735833365
1357606332421023742,LOFT close to Yaletown - Charming Space Awaits,349804247,Εlvis,,Downtown,49.27887049498637,-123.12243780073594,Entire home/apt,144,30,0,,,35,82,0,Provincial registration number: Exempt
1357782049998580188,DT private room share bathroom,447833515,Yu,,Shaughnessy,49.25351989053327,-123.14278875231997,Private room,,90,1,2025-06-30,0.71,8,0,1,Municipal registration number: 25-973099<br />Provincial registration number: H769086538
1358068981299665567,Large master bedroom in a house,248522194,Judy,,Marpole,49.21489431911643,-123.1357505540356,Private room,51,90,1,2025-05-28,0.40,3,270,1,
1358184458729767854,Room at Kits Point - B2 “Birch Room”,468057278,Jason,,Kitsilano,49.27604812420728,-123.1495412555215,Private room,178,1,38,2025-07-24,7.92,7,4,38,Municipal registration number: 25-156998<br />Provincial registration number: H042098288
1358765302386046710,Cozy Suite from Sunset Beach,265249066,Eva,,Downtown,49.27487,-123.13239,Entire home/apt,200,90,0,,,15,294,0,
1358952015962559948,19-3,356993612,Cora1210,,Riley Park,49.25312693665615,-123.09036437785018,Shared room,105,1,4,2025-05-15,0.70,10,365,4,Municipal registration number: 25-175181<br />Provincial registration number: H007086931
1359089260811031379,C2 - Exquisite Coal Harbour 2 Bdrm/Bath & Parking,21783759,Viviena,,Downtown,49.2890624868747,-123.12282906931152,Entire home/apt,224,90,0,,,10,248,0,
1359226481029042214,3 Beds Entire House/ 1 free Parking/ Good Location,320500000,Chi Ho,,Kensington-Cedar Cottage,49.233996983899374,-123.06638193639435,Entire home/apt,223,1,26,2025-08-09,6.61,4,283,26,Municipal registration number: 25-191757<br />Provincial registration number: H166043184
1359571697424653882,19-6,356993612,Cora1210,,Riley Park,49.25488113002012,-123.09053895767086,Private room,86,1,2,2025-07-07,1.40,10,365,2,Municipal registration number: 25-101523<br />Provincial registration number: H007086931
1359597807153277644,Modern 3-Story Home w/ Private Rooftop Patio,227662329,Jordan,,Fairview,49.266078024888834,-123.12240289119038,Entire home/apt,143,90,0,,,147,39,0,
1359641433844146628,Cozy Private Basement Suite on Dunbar private Bath,527019575,Feng,,Dunbar Southlands,49.23513,-123.18507,Private room,,90,0,,,1,1,0,Provincial registration number: H213836133
1359732862748998853,Penthouse with Stunning Views,679658953,Shafigheh,,Downtown Eastside,49.2812297,-123.0839677,Entire home/apt,257,2,10,2025-06-23,2.14,1,70,10,Municipal registration number: 25-173463<br />Provincial registration number: PM753691659
1360276347374823643,26-1 Basement room,490857414,Renee,,Kensington-Cedar Cottage,49.25903077920913,-123.07708717117124,Private room,114,1,1,2025-06-21,0.59,17,365,1,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1360276389477127963,26-s-3,490857414,Renee,,Mount Pleasant,49.259,-123.08024,Private room,101,1,4,2025-07-09,0.74,17,365,4,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1360381731156835597,"Blue Vintage Q Elizabeth room, near Skytrain",187987889,Ling,,Marpole,49.21422,-123.11872,Private room,117,3,3,2025-07-02,0.75,3,161,3,Municipal registration number: 25-175709<br />Provincial registration number: H778254446
1360443756279240731,Luxury Vancouver 5BR Stay | Near Downtown & YVR,380229501,Zi Yi,,Sunset,49.21272,-123.08737,Entire home/apt,707,2,11,2025-08-04,2.60,9,35,11,Municipal registration number: 25-157750<br />Provincial registration number: H495966102
1360474995302248817,Urban Hideaway,214209519,Mandeep,,Renfrew-Collingwood,49.2502374,-123.0543934,Entire home/apt,137,1,43,2025-08-06,7.96,1,55,43,Municipal registration number: 25-171010<br />Provincial registration number: H561335897
1360549092467112831,Cozy Fairview Studio w/ Balcony | Prime Location!,227662329,Jordan,,Fairview,49.26303,-123.13008,Entire home/apt,130,90,0,,,147,358,0,
1360551489441776628,Charming 2-BD Retreat in the Heart of Vancouver,333426323,Jia Sheng,,West Point Grey,49.260263,-123.1995054,Entire home/apt,277,90,10,2025-07-26,1.97,7,155,10,Municipal registration number: 25-184372<br />Provincial registration number: H864595353
1361167305699055911,Charming & Quiet Retreat in Kits,260520686,Saeromi,,Kitsilano,49.25746619571157,-123.16327169219102,Entire home/apt,,365,0,,,5,364,0,
1361740734387882796,Modern 2-Bedroom in Prime Location,680176760,Ha My Ngọc,,Killarney,49.2318135,-123.0238771,Entire home/apt,255,3,10,2025-07-27,2.91,1,103,10,Municipal registration number: 25-200099<br />Provincial registration number: H208334361
1361817126851955215,26-s-ex,490857414,Renee,,Kensington-Cedar Cottage,49.26089,-123.07719,Private room,100,1,10,2025-07-26,1.85,17,359,10,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1362571011165511101,Modern Studio - Private Entrance & Prime Location,677089691,Shao Feng,,Marpole,49.212942059492796,-123.14287969625923,Entire home/apt,136,1,38,2025-08-08,7.35,1,43,38,Municipal registration number: 25-183718<br />Provincial registration number: H835618305
1362637033586901798,Private 1BR close to Cambie Str.,436530627,Steven,,Riley Park,49.2541305,-123.1114312,Entire home/apt,199,1,16,2025-07-31,3.22,1,119,16,Municipal registration number: 25-184659<br />Provincial registration number: H204795337
1362695359394302009,DT Penthouse| Free Parking| Balcony| 9min to Beach,680409361,Hau,,Downtown,49.27683,-123.1302,Entire home/apt,343,1,26,2025-08-07,6.84,1,35,26,Municipal registration number: 25-195773<br />Provincial registration number: PM179180153
1362745094355404114,1 bedroom plus den Downtown condo,680418582,Jamileh,,Downtown,49.2767864,-123.1271333,Entire home/apt,285,1,23,2025-07-25,6.16,1,22,23,Municipal registration number: 25-182252<br />Provincial registration number: H548047028
1363109399134615307,Main Street Garden Suite,266949296,Paul,,Sunset,49.2290456,-123.0992711,Entire home/apt,155,3,18,2025-08-07,5.35,1,49,18,Municipal registration number: 25-174402<br />Provincial registration number: H010835217
1363316334309648329,Kitsilano Cute 2 Bedroom Suite.,95322153,Anna,,Arbutus Ridge,49.25669,-123.16138,Entire home/apt,168,1,19,2025-08-08,6.71,2,59,19,Municipal registration number: Exempt<br />Provincial registration number: Exempt
1363365451256186644,Downtown Luxury Apartment,680598265,Daniela-Liliana,,Downtown Eastside,49.2830266,-123.1079137,Entire home/apt,347,2,6,2025-08-08,1.82,1,48,6,Municipal registration number: 25-189042<br />Provincial registration number: H789936150
1363434057627886523,26-s-1,593252705,Ruiqin,,Mount Pleasant,49.26065,-123.0788,Private room,71,1,3,2025-07-01,0.66,12,359,3,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1363855262469510103,26-2,593252705,Ruiqin,,Kensington-Cedar Cottage,49.26074123996957,-123.07715408815675,Private room,100,1,4,2025-07-19,1.41,12,365,4,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1363935487097038366,Guest Apartment in East Van,52805,Kristine,,Mount Pleasant,49.26104,-123.08605,Entire home/apt,159,2,20,2025-08-07,5.22,1,209,20,Municipal registration number: 25-203456<br />Provincial registration number: H981705699
1363945091519158050,Yaletown Luxe Retreat4beds 10mintoBCplace+1parking,109935779,Andy,,Downtown,49.27572,-123.12303,Entire home/apt,1295,1,19,2025-07-26,4.79,2,302,19,Municipal registration number: 25-158144<br />Provincial registration number: H628123900
1364098352068779161,Lovely modern home with 2brs / 1 parking near UBC,680833016,Yijun,,Arbutus Ridge,49.257430455399614,-123.1754730383823,Entire home/apt,315,2,26,2025-07-21,5.20,1,76,26,Municipal registration number: 25-158373<br />Provincial registration number: H811684663
1364098483865346031,a2,671245892,Linda,,Mount Pleasant,49.2596327,-123.1121926,Private room,120,90,0,,,22,266,0,Municipal registration number: 25-132388
1364100505204366299,vp1,671245892,Linda,,Mount Pleasant,49.25865696847835,-123.11282486420403,Private room,67,90,0,,,22,341,0,Municipal registration number: 25-230075
1364104184253020843,g3,671245892,Linda,,Mount Pleasant,49.26057269051737,-123.1130100559163,Private room,95,90,1,2025-03-01,0.18,22,365,1,Municipal registration number: 25-230075
1364106587341156339,03,671245892,Linda,,Mount Pleasant,49.26080006873591,-123.11110363389416,Private room,105,90,3,2025-07-01,0.58,22,365,3,Municipal registration number: 25-230075
1364110032926611265,08,671245892,Linda,,Mount Pleasant,49.2593,-123.11099,Private room,60,90,1,2025-06-28,0.68,22,365,1,Municipal registration number: 25-230075
1364139772955696287,#3,671245892,Linda,,Mount Pleasant,49.25888042734923,-123.11172454165204,Private room,105,90,0,,,22,365,0,Municipal registration number: 25-230075
1364751350158052102,Sunset condo,563295686,Jose Antonio,,West End,49.28106702686573,-123.13451034963582,Entire home/apt,299,1,1,2025-07-19,1,1,342,1,Municipal registration number: 22-153456<br />Provincial registration number: Exempt
1365253029627712542,Professionally designed  Near Downtown | Sleeps 4,681159559,Dexter Peter Wenzel,,Downtown Eastside,49.279531682991696,-123.08810526571297,Entire home/apt,270,3,6,2025-07-26,4.19,1,233,6,Municipal registration number: 25-195798<br />Provincial registration number: H693250699
1365398825357213284,Chic 3B2B Urban Oasis in Van,37073798,Peiling,,Marpole,49.21657155302477,-123.12638921546821,Entire home/apt,288,2,4,2025-07-27,1.30,5,199,4,Municipal registration number: 25-158565<br />Provincial registration number: H953276631
1365540246884694212,Stay with Read in a Garden Suite,72715557,Rolando,,Grandview-Woodland,49.2714282,-123.058349,Private room,91,1,74,2025-08-08,14.05,2,48,74,Municipal registration number: 25-194396<br />Provincial registration number: H004867306
1366214078211988273,Cambie Village Central,132422363,Marcas,,Riley Park,49.25525390873575,-123.11487149644516,Private room,78,90,0,,,1,310,0,Municipal registration number: Exempt
1366577884899359328,Spacious & Modern Comfort Retreat in the Vancouver,333164630,Jia Sheng,,Renfrew-Collingwood,49.2447415,-123.0348147,Entire home/apt,,90,1,2025-04-16,0.26,33,14,1,Municipal registration number: 25-171944<br />Provincial registration number: H262519862
1366702002171803381,available now,40743512,Fatemeh,,Renfrew-Collingwood,49.25287,-123.03291,Private room,27,90,0,,,5,364,0,
1366727490326725359,1010 Howe Street #2,680952725,Robert,,Downtown,49.28017583875095,-123.12298026216844,Entire home/apt,150,90,4,2025-05-28,0.90,1,277,4,Municipal registration number: 24-157797
1367079451192733378,Large room suitable for families,75334466,Mingkui,,Dunbar Southlands,49.23779474283918,-123.17259531925644,Private room,102,1,7,2025-08-03,2.47,4,71,7,Municipal registration number: 25-188915<br />Provincial registration number: H695819788
1367407909861333601,A comfy room close to Langara in basement,188209109,Haidy,,Oakridge,49.22613,-123.1142,Private room,57,91,0,,,2,345,0,
1367609545937256309,"Quiet, cozy 2BR1BA near Skytrain",597423276,Huankai,,Killarney,49.228624666309074,-123.03357743689372,Entire home/apt,269,1,19,2025-08-08,6.71,1,294,19,Municipal registration number: 25-191371<br />Provincial registration number: H296451013
1367673974026203903,"Blue house 2 Rooms, Cambie&61st 蓝漫双房",187987889,Ling,,Marpole,49.2159,-123.12008,Private room,225,3,3,2025-06-10,1.22,3,161,3,Municipal registration number: 25-175709<br />Provincial registration number: H778254446
1367780073812805349,Cozy 2BR Apartment in Downtown,681834799,Alexis,,Downtown,49.2790755399108,-123.10956023217551,Entire home/apt,,2,13,2025-07-23,2.93,1,301,13,Municipal registration number: 25-220144<br />Provincial registration number: H443711559
1368153551111022856,(A) Modern Zen Retreat | 1 BR + Ensuite Bathroom,465808228,Jonathan,,Victoria-Fraserview,49.21999,-123.0521,Private room,182,1,1,2025-07-08,0.88,4,188,1,Municipal registration number: 25-229861<br />Provincial registration number: H543514670
1368230706504057013,*Luxury 1BR in heart of Downtown,5628803,Helen,,Downtown,49.28091,-123.12627,Entire home/apt,,90,0,,,2,146,0,
1368379404445083491,Airport privat relax  room,650494301,Xiu,,Marpole,49.21554909686678,-123.13381052088884,Private room,102,1,0,,,16,268,0,Municipal registration number: 25–207080.<br />Provincial registration number: H418453885
1368510867155331311,ᴬ King Room with Private Bathroom in Vancouver,680215110,Tianyi,,Oakridge,49.22979952092937,-123.13014460812177,Private room,138,1,23,2025-08-04,4.45,7,102,23,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1368533954433028200,Cozy Vancouver Basement Retreat+ 10 min to BCPlace,109935779,Andy,,Downtown,49.27773128299667,-123.12312196313295,Entire home/apt,313,1,20,2025-08-04,4.72,2,322,20,Municipal registration number: 25-158144<br />Provincial registration number: H628123900
1368888944728197432,Cozy Home in Downtown Minutes from Seawall,21384376,Hamid,,West End,49.27861,-123.13027,Entire home/apt,136,90,0,,,1,313,0,
1369303679737855085,ᴮ King Room with Private Bathroom in Vancouver,680215110,Tianyi,,Oakridge,49.22948,-123.12893,Private room,146,1,22,2025-08-07,5.45,7,99,22,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1369767025835679599,Splendid view | Downtown landmark | Fashion Center,51477340,Greg,,West End,49.28753313870703,-123.13278372468835,Entire home/apt,294,2,27,2025-08-08,5.74,1,43,27,Municipal registration number: Exempt<br />Provincial registration number: Exempt
1369769105731715440,Spacious & Modern Comfort Retreat in Heart of Van,333164630,Jia Sheng,,Victoria-Fraserview,49.21674050000001,-123.0742197,Entire home/apt,295,1,4,2025-07-24,0.97,33,172,4,Municipal registration number: 25-190819<br />Provincial registration number: H311972612
1369776407556623356,Spacious Cozy 1Bed 1Bath Guest Suite/AC/Nearby UBC,24147121,Chen,,Dunbar Southlands,49.237923789179575,-123.19411621795672,Entire home/apt,277,1,2,2025-07-28,0.94,1,298,2,Municipal registration number: 25-181312<br />Provincial registration number: H020317878
1369801186397862558,"""NEW"" Central 4BR Condo|City Views, Pool & Parking",665937800,Sook,,Downtown,49.28001,-123.10721,Entire home/apt,413,1,31,2025-08-08,6.28,1,340,31,Municipal registration number: 25-246769<br />Provincial registration number: H425104029
1369853457174083856,*NEW*Charming 1 Bedroom Apt in Heritage Mansion,652067440,Emerald,,Shaughnessy,49.24907736574369,-123.13638291597083,Entire home/apt,285,1,12,2025-07-16,3.10,1,108,12,Municipal registration number: 25-194355<br />Provincial registration number: H024514641
1369912500831233196,ᶜ Queen Room with Private Bathroom in Vancouver,680215110,Tianyi,,Oakridge,49.229349988073395,-123.13062918342294,Private room,131,1,25,2025-08-08,5.64,7,87,25,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1369919587885294342,ᴰ Queen Room with Private Bathroom in Vancouver,680215110,Tianyi,,Oakridge,49.22751321396836,-123.13010092496259,Private room,163,1,23,2025-08-05,4.69,7,103,23,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1369923762891306255,ᶠ Queen Room with Private Bathroom in Vancouver,680215110,Tianyi,,Oakridge,49.22763,-123.13074,Private room,113,1,22,2025-08-09,5.16,7,84,22,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1369926419995678665,ᴱ Special Offer Room with Shared Bathroom,680215110,Tianyi,,Oakridge,49.229600985638264,-123.12931580136122,Private room,97,1,23,2025-07-11,4.76,7,88,23,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1369934121148198311,ᴳ Special Offer Room with Shared Bathroom,680215110,Tianyi,,Oakridge,49.22978639614863,-123.12999777131189,Private room,97,1,24,2025-08-05,4.90,7,72,24,Municipal registration number: 25-192217<br />Provincial registration number: H929014974
1370339884406436571,Cozy Family-Friendly Retreat,9375372,Martha,,Hastings-Sunrise,49.27899409222759,-123.0437720194459,Entire home/apt,,3,0,,,1,3,0,Municipal registration number: 25-237505<br />Provincial registration number: H409299402
1370358936732738666,Pool | Gym | Cozy 1BR| Heart of DT Van | City View,682561177,Lingyun,,Downtown,49.27783,-123.10679,Entire home/apt,257,2,24,2025-07-25,5.76,1,14,24,Municipal registration number: 25-158248<br />Provincial registration number: H495865393
1370406515155173379,Chic Yaletown Suite | City Views & Natural Light,227662329,Jordan,,Downtown,49.27596,-123.12615,Entire home/apt,276,90,0,,,147,312,0,
1370573927624932256,"""NEW"" Stylish Garden Townhouse",682274281,Sungkyu,,West End,49.28555,-123.13732,Entire home/apt,376,1,25,2025-07-29,5.91,2,324,25,Municipal registration number: Exempt<br />Provincial registration number: Exempt
1370772235468384988,Downtown Renovated 2 Brs + Den w/1 parking,682680551,Xin,,Downtown,49.27853404780663,-123.10799363096854,Entire home/apt,315,2,17,2025-07-24,5.20,1,78,17,Municipal registration number: 25-156527<br />Provincial registration number: H598476325
1371302094110798027,Cozy Apartment in Downtown Van,497172968,Stephen,,Downtown,49.27873733991565,-123.10991564989385,Entire home/apt,240,90,0,,,1,365,0,
1371443010654459509,Modern Downtown Vancouver Condo w/ Secure Parking,19305637,Hanna,,Downtown Eastside,49.27915235498251,-123.09908921944884,Entire home/apt,245,2,20,2025-08-04,6.06,1,11,20,Municipal registration number: 25-185171<br />Provincial registration number: H840647787
1372074579220635544,Cozy room for rent!,519289571,Carlos,,West Point Grey,49.25846,-123.19934,Private room,46,90,0,,,9,208,0,
1372211493372708761,温哥华西区Langara天车站独立屋独立出入位置绝佳,91386110,Anita,,Oakridge,49.2285605851435,-123.11384706860572,Private room,314,90,0,,,1,312,0,
1372279698325355758,3BR Home in Vancity/Near Airport,290013296,Harpreet,,Victoria-Fraserview,49.219988887637406,-123.06664114183415,Entire home/apt,317,2,17,2025-08-02,3.78,3,220,17,Municipal registration number: 25-190395<br />Provincial registration number: H207552459
1372796693002800662,Modern Dream Condo Downtown Vancouver,130725327,Liz,,West End,49.286882537858375,-123.12907044018985,Entire home/apt,250,30,1,2025-05-19,0.36,1,232,1,Municipal registration number: 2421406710<br />Provincial registration number: H351722236
1372913105195271786,12-6,593252705,Ruiqin,,Mount Pleasant,49.259672429747496,-123.07828886413333,Private room,88,1,6,2025-06-17,1.20,12,365,6,Municipal registration number: 25-175181<br />Provincial registration number: Exempt
1372986694759412113,"Master room for 2, Vancouver, E Georgia 83, B1",536634987,Shirin,,Hastings-Sunrise,49.27886,-123.04554,Private room,57,90,0,,,53,293,0,
1373411840734904278,Spacious 4BR w/ Ensuites Mins to Downtown YVR UBC,380229501,Zi Yi,,Oakridge,49.22151,-123.12963,Entire home/apt,618,2,8,2025-08-03,1.98,9,170,8,Municipal registration number: 25-193774<br />Provincial registration number: H337477650
1373529760817226749,Condo in the Historic Woodwards,19629820,Fran And Tim,,Downtown Eastside,49.283831488677876,-123.10709143794745,Entire home/apt,92,91,1,2025-06-28,0.68,1,338,1,
1373991658382303413,One Bedroom Suite w/ Parking : Great Location,227662329,Jordan,,Kitsilano,49.26905,-123.1457,Entire home/apt,63,90,0,,,147,282,0,
1373991742207499901,Charming Studio w/ Patio & Parking,227662329,Jordan,,Kitsilano,49.2688,-123.14607,Entire home/apt,98,90,2,2025-06-15,0.63,147,344,2,
1373992664289596297,Contemporary Stay in Kitsilano,227662329,Jordan,,Kitsilano,49.27079,-123.14741,Entire home/apt,158,90,0,,,147,342,0,
1373993148085082672,Stunning Kitsilano Apartment,227662329,Jordan,,Kitsilano,49.27076605826933,-123.14760181746804,Entire home/apt,149,90,2,2025-05-23,0.52,147,231,2,
1373993683648351647,Living Space Studio - September Deal,61804583,Keith,,Sunset,49.22343282177121,-123.10200914740562,Entire home/apt,132,1,17,2025-08-08,3.83,5,61,17,Municipal registration number: 25-171490<br />Provincial registration number: H926757700
1373993741755907165,Modern and Minimalist Kits Flat w/ bath tub,227662329,Jordan,,Kitsilano,49.27074,-123.14712,Entire home/apt,118,90,0,,,147,234,0,
1373993820826965449,Stylish and Warm Suite near Kitsilano Beach,227662329,Jordan,,Kitsilano,49.27094322281988,-123.14580009787576,Entire home/apt,111,90,0,,,147,215,0,
1373994176378380705,Chic Flat near Kitsilano Beach,227662329,Jordan,,Kitsilano,49.26864501278656,-123.14779096379824,Entire home/apt,121,90,1,2025-04-28,0.29,147,141,1,
1373994688471308317,Bright & Comfy Suite: Minutes from the Beach,227662329,Jordan,,Kitsilano,49.268508582949515,-123.14649095885397,Entire home/apt,100,90,0,,,147,208,0,
1374008176178320142,Room in a modern atmosphere,519289571,Carlos,,Sunset,49.212,-123.09577,Private room,55,90,0,,,9,323,0,
1374055165121406192,Cozy private room by Sheraton,595962881,Alarbi,,Downtown,49.28092022490857,-123.12559647629153,Private room,179,2,18,2025-07-09,3.65,3,308,18,Municipal registration number: Exempt<br />Provincial registration number: Exempt
1374094482424189075,Spectacular Views and Huge Patio,80287331,Robin,,Fairview,49.26832638114645,-123.14219859986221,Entire home/apt,242,90,0,,,1,248,0,
1374100133777244732,温馨静谧的温哥华市中心小居所,17278815,Xiwen,,West End,49.28254804310032,-123.13036646693946,Entire home/apt,278,1,3,2025-07-18,1.80,1,272,3,Municipal registration number: 25-157078<br />Provincial registration number: H847270932
1374107563069255153,Cozy 2-Bedroom Guestsuite in Vancouver West,126047152,Jonathan,,South Cambie,49.24688,-123.1211,Entire home/apt,311,1,51,2025-08-08,11.95,1,53,51,Municipal registration number: 25-185227<br />Provincial registration number: H726097480
1374371989464332707,NEW finishing 2b2b W/AC in Vancouver,462972312,Jessica,,Downtown,49.28062,-123.12459,Entire home/apt,500,2,2,2025-07-19,1.71,2,246,2,Municipal registration number: 25-158664<br />Provincial registration number: H183109854
1374720943763535934,Newly Furnished 1BR Suite in Kitsilano w/ Parking,227662329,Jordan,,Kitsilano,49.27075,-123.14786,Entire home/apt,146,90,2,2025-06-05,0.61,147,270,2,Provincial registration number: H123456789
1374746392549313613,Cozy 2BR in E. Van/29th SkyTrain,102554136,Bonnie May Ting,,Renfrew-Collingwood,49.23798,-123.04929,Entire home/apt,96,91,0,,,6,348,0,
1374845530066967828,SkylineStay: 2BR+Den in Downtown,349804247,Εlvis,,Downtown,49.27865,-123.10679,Entire home/apt,369,1,19,2025-07-26,4.96,35,52,19,Municipal registration number: 25-189006<br />Provincial registration number: H513856615
1374897141550790867,Updated 2 BR w/ Views in DT,102554136,Bonnie May Ting,,Downtown,49.28003,-123.10699,Entire home/apt,109,91,0,,,6,314,0,
1375024328046124575,City View Paradise - Downtown,37627084,Chain,,Downtown,49.2790597,-123.1079516,Entire home/apt,373,2,18,2025-07-25,3.88,1,290,18,Municipal registration number: 25-157572<br />Provincial registration number: H454207922
1375099415137165041,Luxury Downtown Home near Beach,330009843,Angela,,West End,49.27927,-123.1333,Entire home/apt,906,2,15,2025-08-09,3.98,7,142,15,Municipal registration number: 25-191721<br />Provincial registration number: H183565954
1375586261400073322,Unique 6BR + 12Bed + sleeps 15 + BBQ + HOT TUB,345501635,Prime Property,,Hastings-Sunrise,49.281268222314445,-123.0245364241096,Entire home/apt,818,1,4,2025-07-13,1.43,4,27,4,Municipal registration number: 25-157469<br />Provincial registration number: Exempt
1375727442850065026,Prime location private secondary unit,94403842,Tommy,,Sunset,49.231133944878934,-123.07887863961368,Entire home/apt,116,1,10,2025-07-26,3.70,2,169,10,Municipal registration number: 25-200106<br />Provincial registration number: H870010013
1375743584837713575,Charming Room in Trendy Yaletown -Central Downtown,24982136,Paolo,,Downtown,49.27657,-123.12357,Private room,56,90,0,,,1,219,0,
1375758358239953170,5-Star 1BR Downtown Vancouver with parking and A/C,392548556,Andy,,Downtown,49.27665,-123.12861,Entire home/apt,,3,8,2025-07-21,2.03,2,33,8,Municipal registration number: Exempt<br />Provincial registration number: Exempt
